2269,Impact of television on political awareness of rural masses,302.2,"Sharada, P. V.",2-Nov-04
2270,Educational psychology,150,"Pruthi, R. K.",2-Nov-04
2271,Educational psychology,150,"Pruthi, R. K.",2-Nov-04
2272,Educational psychology,150,"Mishra, Bhawna",2-Nov-04
2273,Educational psychology,150,"Mishra, Bhawna",2-Nov-04
2274,Democracy and the press,302.2,"Sharma, S. R. (ed)",2-Nov-04
2275,Democracy and the press,302.2,"Sharma, S. R. (ed)",2-Nov-04
2276,12.5 management mantras of journalism,658.323,"Verma, Adarsh Kumar",2-Nov-04
2277,12.5 management mantras of journalism,658.323,"Verma, Adarsh Kumar",2-Nov-04
2278,Hindi patrkarita mein ayodhaya vivad,323.3,"Srivastava, Manish",2-Nov-04
2279,Hindi patrkarita mein ayodhaya vivad,323.3,"Srivastava, Manish",2-Nov-04
2280,Dictionary of psychology,3.15,"Sharma, A. S.",2-Nov-04
2281,Dictionary of psychology,3.15,"Sharma, A. S.",2-Nov-04
2282,Fundamental of psychology,150,"Kaushik, Vijay K",2-Nov-04
2283,Fundamental of psychology,150,"Kaushik, Vijay K",2-Nov-04
2284,Textbook of practical psychology,150,"Fox, Charles",2-Nov-04
2285,Textbook of practical psychology,150,"Fox, Charles",2-Nov-04
2286,Advanced educational psychology,150,"Panda, B. N.",2-Nov-04
2287,Advanced educational psychology,150,"Panda, B. N.",2-Nov-04
2288,From Heaven lake,820,"Seth, Vikram",4-Nov-04
2289,The Golden gate,820,"Seth, Vikram",5-Nov-04
2290,The Illustrated Stratford Shakespear,820,"Shakespeare, William",5-Nov-04
2291,The God of small things,820,"Roy, Arundhati",5-Nov-04
2292,Othello,820,"Shakespear, William",5-Nov-04
2293,Romeo and Juliet,820,"Shakespeare, William",5-Nov-04
2294,Interpretor of Maladies,820,"Lahiri, Jhumpa",5-Nov-04
2295,Julius Casear,820,"Shakespear, William",5-Nov-04
2296,Complete sonnets,820,"Shakespear, William",5-Nov-04
2297,The Tempest,820,"Shakespear, William",5-Nov-04
2298,Macbeth,820,"Shakespear, William",5-Nov-04
2299,Introduction to psychology,150,"Morgan, Clifford T.",5-Nov-04
2300,Introduction to psychology,150,"Morgan, Clifford T.",5-Nov-04
2301,A Suitable boy,820,"Seth, Vikram",5-Nov-04
2302,The Namesake,820,"Lahiri, Jhumpa",5-Nov-04
2303,Media communication: an introuction to theory and process,303.2,"Watson, James",9-Nov-04
2304,Another American century,302,"Guyatt, Nicholas",9-Nov-04
2305,This I believe,820,"Schumacher, E. F.",9-Nov-04
2306,Gitanjali,820,"Tagore, Rabindernath",9-Nov-04
2307,Behind the scenes at the WTO,320,"Jawara, Fatoumata",9-Nov-04
2308,Bharat ki bhasha samasya,840,"Sharma, Ramvilas",9-Dec-04
2309,Bharat ki bhasha samasya,840,"Sharma, Ramvilas",9-Dec-04
2310,Patarkarita ke mool sidhant,70.1,"Pant, Naveen Chandra",9-Dec-04
2311,Patarkarita ke mool sidhant,70.1,"Pant, Naveen Chandra",9-Dec-04
2312,Bhartandu Harishchandra or hindi navjagaran ki samsayan,840,"Sharma, Ramvilash",9-Dec-04
2313,Bhartandu Harishchandra or hindi navjagaran ki samsayan,840,"Sharma, Ramvilash",9-Dec-04
2314,Bhartandu Harishchandra or hindi navjagaran ki samsayan,840,"Sharma, Ramvilash",9-Dec-04
2315,Patarkarita ke swaroop avam parmokh patarkar,70,"Pant, Naveen Chandra",9-Dec-04
2316,Patarkarita ke swaroop avam parmokh patarkar,70,"Pant, Naveen Chandra",9-Dec-04
2317,School ki hindi,840,Krishan Kumar,9-Dec-04
2318,School ki hindi,840,Krishan Kumar,9-Dec-04
2319,School ki hindi,840,Krishan Kumar,9-Dec-04
2320,Patarkarita ki laxman rekha,70,"Mehta, Alok",9-Dec-04
2321,Patarkarita ki laxman rekha,70,"Mehta, Alok",9-Dec-04
2322,Patarkarita ki laxman rekha,70,"Mehta, Alok",9-Dec-04
2323,Ogilvy on advertising,658,Ogilvy,18-Jan-05
2324,Marketing communication: theory and practical,384.543,Niraj Kumar,18-Jan-05
2325,Marketing communication: theory and practical,384.543,Niraj Kumar,18-Jan-05
2326,Foundation of advertising,659.1,"Chunawalla, S. A., K. C. Sethia",18-Jan-05
2327,Foundation of advertising,659.1,"Chunawalla, S. A., K. C. Sethia",18-Jan-05
2328,Foundation of advertising,659.1,"Chunawalla, S. A., K. C. Sethia",18-Jan-05
2329,Media in your life: an introduction to mass communication,302.23,"Folkerts, Jean and Stephen Lacy",18-Jan-05
2330,Media in your life: an introduction to mass communication,302.23,"Folkerts, Jean and Stephen Lacy",18-Jan-05
2331,Media in your life: an introduction to mass communication,302.23,"Folkerts, Jean and Stephen Lacy",18-Jan-05
2332,"Fundamentals of business economics: principles, application and case studies",320,"Dhingra, I. C.",18-Jan-05
2333,"Fundamentals of business economics: principles, application and case studies",320,"Dhingra, I. C.",18-Jan-05
2334,"Fundamentals of business economics: principles, application and case studies",320,"Dhingra, I. C.",18-Jan-05
2335,"Fundamentals of business economics: principles, application and case studies",320,"Dhingra, I. C.",18-Jan-05
2336,"Fundamentals of business economics: principles, application and case studies",320,"Dhingra, I. C.",18-Jan-05
2337,"Transnational television, culturalidentity and change: when star came to India",305.23,"Butcher, Melissa",18-Jan-05
2338,"Transnational television, culturalidentity and change: when star came to India",305.23,"Butcher, Melissa",18-Jan-05
2339,"Transnational television, culturalidentity and change: when star came to India",305.23,"Butcher, Melissa",18-Jan-05
2340,Communication for development in the third world: theory and practice for empowerment,302.2,"Melkote, Srinivas R. and H. Leslie Steeves",18-Jan-05
2341,Communication for development in the third world: theory and practice for empowerment,302.2,"Melkote, Srinivas R. and H. Leslie Steeves",18-Jan-05
2342,Communication for development in the third world: theory and practice for empowerment,302.2,"Melkote, Srinivas R. and H. Leslie Steeves",18-Jan-05
2343,Television and social change in rural India,302.2345,"Krik, Johnson",18-Jan-05
2344,Television and social change in rural India,302.2,"Krik, Johnson",18-Jan-05
2345,Television and social change in rural India,302.2,"Krik, Johnson",18-Jan-05
2346,Writing and producing radio dramas,302.2344,Esta de fossard,18-Jan-05
2347,Writing and producing radio dramas,808.22,Esta de fossard,18-Jan-05
2348,Writing and producing radio dramas,808.22,Esta de fossard,18-Jan-05
2349,Participatory communication for social change,307.14,"Servaes, Jan",18-Jan-05
2350,Participatory communication for social change,307.14,"Servaes, Jan",18-Jan-05
2351,Participatory communication for social change,307.14,"Servaes, Jan",18-Jan-05
2352,Fundamental of computer graphics and multimedia,5.1,"Mukherjee, Subrata",18-Jan-05
2353,Fundamental of computer graphics and multimedia,5.1,"Mukherjee, Subrata",18-Jan-05
2354,Business communication,658.45,"Sinha, K. K.",18-Jan-05
2355,Macromedia director 8.5,5.1,"Gross, Phill",18-Jan-05
2356,Macromedia director 8.5,5.1,"Gross, Phill",18-Jan-05
2357,Macromedia director 8.5,5.1,"Gross, Phill",18-Jan-05
2358,Financial management,657.48,Prasanna Chandra,18-Jan-05
2359,Financial management,657.48,Prasanna Chandra,18-Jan-05
2360,Financial management,657.48,Prasanna Chandra,18-Jan-05
2361,Financial accounting Vol I,657.48,"Monga, J. R.",18-Jan-05
2362,Financial accounting,657.48,"Monga, J. R.",18-Jan-05
2363,Financial accounting,657.48,"Monga, J. R.",18-Jan-05
2364,Production and operations management,658.1,"Rama Murthy, P.",2-Feb-05
2365,Production and operations management,658.1,"Rama Murthy, P.",2-Feb-05
2366,Production and operations management,658.1,"Rama Murthy, P.",2-Feb-05
2367,Production and operations management,658.1,"Rama Murthy, P.",2-Feb-05
2368,Production and operations management,658.1,"Rama Murthy, P.",2-Feb-05
2369,Writing for broadcast journalists,808.06607,"Thompson, Rick",2-Feb-05
2370,Beyond those headlines: insiders on the Indian press,302.234,M V Desai (ed)and Sevanti Ninan (ed),2-Feb-05
2371,Beyond those headlines: insiders on the Indian press,302.234,M V Desai (ed)and Sevanti Ninan (ed),2-Feb-05
2372,Beyond those headlines: insiders on the Indian press,302.234,M V Desai (ed)and Sevanti Ninan (ed),2-Feb-05
2373,Beyond those headlines: insiders on the Indian press,302.234,M V Desai (ed)and Sevanti Ninan (ed),2-Feb-05
2374,Beyond those headlines: insiders on the Indian press,302.234,M V Desai (ed)and Sevanti Ninan (ed),2-Feb-05
2375,Democratising globalisation,320,Heikki Patomaki,8-Feb-05
2376,Capitalism in the age of globalization: the management of contemporary society,330,"Amin, Samir",8-Feb-05
2377,Capitalism in the age of globalization: the management of contemporary society,330,"Amin, Samir",8-Feb-05
2378,Transnational prostitution,323,"Thorbek, Susanne",8-Feb-05
2379,Juggernaut politics,320,"Gelinas, Jacques B.",8-Feb-05
2380,The Global media: the new missionaries of corporate capitalism,72,"Herman, Edward S. and Robert W. McChesney",8-Feb-05
2381,The Global media: the new missionaries of corporate capitalism,72,"Herman, Edward S. and Robert W. McChesney",8-Feb-05
2382,Thirdworld in the age of globalisation,320,"Roy, Ash Narin",8-Feb-05
2383,Thirdworld in the age of globalisation,320,"Roy, Ash Narin",8-Feb-05
2384,Focal easy guide to Maya 5,5.1,"Patnode, Jjason",21-Feb-05
2385,Lajja,840.52,"Nasreen, Taslima",21-Feb-05
2386,Kahaniyon ke aangan mein,840.54,Amrita Pritam,21-Feb-05
2387,Rang ka patta,840.54,"Preetam, Amrita",21-Feb-05
2388,Pinjjar,840.54,Amrita Pritam,21-Feb-05
2389,Economic systems and micro economic theory,330.1,"Jain, T. R., V. K. Ohri",21-Feb-05
2390,Economic systems and micro economic theory,330.1,"Jain, T. R., V. K. Ohri",21-Feb-05
2391,Economic systems and micro economic theory,330.1,"Jain, T. R., V. K. Ohri",21-Feb-05
2392,Economic systems and micro economic theory (Weed Out),330.1,"Jain, T. R., V. K. Ohri",21-Feb-05
2393,Economic systems and micro economic theory,330.1,"Jain, T. R., V. K. Ohri",21-Feb-05
2394,Financial accounting,657.48,"Mukherjee, A., Hanif M.",21-Feb-05
2395,Financial accounting,657.48,"Mukherjee, A., Hanif M.",21-Feb-05
2396,Financial accounting,657.48,"Mukherjee, A., Hanif M.",21-Feb-05
2397,Financial accounting,657.48,"Mukherjee, A., Hanif M.",21-Feb-05
2398,Financial accounting,657.48,"Mukherjee, A., Hanif M.",21-Feb-05
2399,Negotiations,657.48,"Laws, Aune",14-Mar-05
2400,Writing skills,658,"Laws, Aune",14-Mar-05
2401,Meetings,658.456,"Laws, Aune",14-Mar-05
2402,Presentations,792,"Laws, Aune",14-Mar-05
2403,10 minutes guide to leadership,658,"Laws, Aune",14-Mar-05
2404,10 minutes guide to building your vocabulary,418,"Lichtenstegn, Ellen",14-Mar-05
2405,10 minutes guide to accounting for non accounting,657.8,"Label, Wayne a-",14-Mar-05
2406,10 minutes guide to motivating people,658.314,"Cook, Marshall",14-Mar-05
2407,10 minutes guide to business communication,658.45,"Olderman, Raymonel",14-Mar-05
2408,10 minutes guide to planning,658.301,"Bobrow, Edwine",14-Mar-05
2409,10 minutes guide to annual reports,657.3,"Gelb, Eric",14-Mar-05
2410,10 minutes guide to teams and teamwolly,658.312,"Woods, John",14-Mar-05
2411,India business yearbook,658,Vikas Publication,14-Mar-05
2412,Manorama yearbook 2005,50,Malyalam Manorma,14-Mar-05
2413,Event planning and management,658.2,"Diwakar, Sharma",14-Mar-05
2414,Event planning and management (weed Out),658.2,"Diwakar, Sharma",14-Mar-05
2415,Event planning and management,658.2,"Diwakar, Sharma",14-Mar-05
2416,The Ethics of reporting the news: role of the press and the moral code,70.11,"Chaturvedi, G. D.",16-Mar-05
2417,The Ethics of reporting the news: role of the press and the moral code,70.11,"Chaturvedi, G. D.",16-Mar-05
2418,The Ethics of reporting the news: role of the press and the moral code,70.11,"Chaturvedi, G. D.",16-Mar-05
2419,Television in India: values and concerns,384.554,Md. Firoz,16-Mar-05
2420,Television in India: values and concerns,302.2345,Md. Firoz,16-Mar-05
2421,Television in India: change and challenges (weed Out),384.554,Md. Firoz,16-Mar-05
2422,Television in India: change and challenges,384.554,Md. Firoz,16-Mar-05
2423,Television in India: values and concerns,384.554,Md. Firoz,16-Mar-05
2424,Mass media and international communication for social awakening,302.25,"Chandrakandan, K. ...[et al.]",16-Mar-05
2425,Mass media and international communication for social awakening,302.25,"Chandrakandan, K. ...[et al.]",16-Mar-05
2426,Mass media and international communication for social awakening,302.25,"Chandrakandan, K. ...[et al.]",16-Mar-05
2427,Mass media and interpersonal communication for social awakening,302.25,"Chandrakandan, K. ...[et al.]",16-Mar-05
2428,Mass media and international communication for social awakening,302.25,"Chandrakandan, K. ...[et al.]",16-Mar-05
2429,Media and accountability: an overview,320.54,"Murthy, D. V. R.",16-Mar-05
2430,Media and accountability: an overview,320.54,"Murthy, D. V. R.",16-Mar-05
2431,Media and accountability: an overview,320.54,"Murthy, D. V. R.",16-Mar-05
2432,Media and accountability: an overview,320.54,"Murthy, D. V. R.",16-Mar-05
2433,Media and accountability: an overview,320.54,"Murthy, D. V. R.",16-Mar-05
2434,"Net, media and the mass communication",320.5,"Chakravarthy, Jagidish",16-Mar-05
2435,"Net, media and the mass communication",320.5,"Chakravarthy, Jagidish",16-Mar-05
2436,"Net, media and the mass communication",320.5,"Chakravarthy, Jagidish",16-Mar-05
2437,"Net, media and the mass communication",320.5,"Chakravarthy, Jagidish",16-Mar-05
2438,"Net, media and the mass communication",320.5,"Chakravarthy, Jagidish",16-Mar-05
2439,Media and mass communication: an introduction,320,"Bhattacharjee, Shymali",16-Mar-05
2440,Media and mass communication: an introduction,320,"Bhattacharjee, Shymali",16-Mar-05
2441,Media and mass communication: an introduction,320,"Bhattacharjee, Shymali",16-Mar-05
2442,Media and mass communication: an introduction,320,"Bhattacharjee, Shymali",16-Mar-05
2443,Media and mass communication: an introduction,320,"Bhattacharjee, Shymali",16-Mar-05
2444,Elements of modern journalism,70.1,"Sharma, Sita Ram",16-Mar-05
2445,Elements of modern journalism,70.1,"Sharma, Sita Ram",16-Mar-05
2446,Elements of modern journalism,70.1,"Sharma, Sita Ram",16-Mar-05
2447,Indian regional journalism,70.54,"Ravindran, P. K.",16-Mar-05
2448,Indian regional journalism,70.54,"Ravindran, P. K.",16-Mar-05
2449,Indian regional journalism,70.54,"Ravindran, P. K.",16-Mar-05
2450,Indian regional journalism,70.54,"Ravindran, P. K.",16-Mar-05
2451,Indian regional journalism,70.54,"Ravindran, P. K.",16-Mar-05
2452,The End of advertising: as we know it,659.1,"Zyman, Sergio and Armin Brott",3-May-05
2453,The End of advertising: as we know it (weed Out),659.1,"Zyman, Sergio and Armin Brott",3-May-05
2454,Dictionary of personal development,650.13,"Tosey, Paul and Josie Gregory",3-May-05
2455,Dictionary of personal development,650.13,"Tosey, Paul and Josie Gregory",3-May-05
2456,Media communication: an introuction to theory and process (weed Out),302.23,"Watson, James",3-May-05
2457,Marketing management: a relationship marketing pespective,658.8,Cranfield School of Management,3-May-05
2458,Marketing management: a relationship marketing pespective,658.8,Cranfield School of Management,3-May-05
2459,Sales management: a global perspective,658.81,"Honeycutt,Earl D., John B.Ford and A.C.Simintiras",3-May-05
2460,Sales management: a global perspective,658.81,"Honeycutt,Earl D., John B.Ford and A.C.Simintiras",3-May-05
2461,Communication and the manager's job,658.45,"Phillips, Annie",3-May-05
2462,Communication and the manager's job,658.45,"Phillips, Annie",3-May-05
2463,Financial management,658.15,"Knott, Geoffrey",4-May-05
2464,Financial management,658.15,"Knott, Geoffrey",4-May-05
2465,A S communication studies: the essential introduction,302.207 1,"Beck, Andrew, Peter Bennett and Peter Wall",4-May-05
2466,A S communication studies: the essential introduction,302.207 1,"Beck, Andrew, Peter Bennett and Peter Wall",4-May-05
2467,Essentials of management accounting in business,658.1511,"Bendrey, Mike, Roger Hussey and Colston West",4-May-05
2468,Essentials of management accounting in business,658.1511,"Bendrey, Mike, Roger Hussey and Colston West",4-May-05
2469,International operational management,658.403 4,"Plenert, Gerhard J.",4-May-05
2470,International operational management,658.403 4,"Plenert, Gerhard J.",4-May-05
2471,Introducing cultural and media studies: a semiotic approach,306.071,"Thwaites, Tony, Lioyd Davis and Warwick Mules",4-May-05
2472,Introducing cultural and media studies: a semiotic approach,306.071,"Thwaites, Tony, Lioyd Davis and Warwick Mules",4-May-05
2473,International management: cross-cultural dimentions,658.049,"Mead, Richard",4-May-05
2474,International management: cross-cultural dimentions,658.049,"Mead, Richard",4-May-05
2475,Modern jouranalism: issues and challenges,70.43,"Chauhan, Swati and Navin Chandra",9-May-05
2476,Modern jouranalism: issues and challenges,70.43,"Chauhan, Swati and Navin Chandra",9-May-05
2477,Communication in IT age,384.3,"Sharma, Dhiraj",9-May-05
2478,Communication in IT age,384.3,"Sharma, Dhiraj",9-May-05
2479,Effective media and mass communicaiton,302.23,"Menon, P. K.",23-May-05
2480,Effective media and mass communicaiton,302.23,"Menon, P. K.",23-May-05
2481,The Press in India: perspective in development and relevance,70.9054,"Padhy, K. S., R. N. Sahu",23-May-05
2482,The Press in India: perspective in development and relevance,70.9054,"Padhy, K. S., R. N. Sahu",23-May-05
2483,The Business of streaming and digital media,650.0208,"Rayburn, Dan, Michael Hoch",23-May-05
2484,Foundation of news and journalism,70.4,"Chauhan, Swati, Navin Chandra",23-May-05
2485,Foundation of news and journalism,70.4,"Chauhan, Swati, Navin Chandra",23-May-05
2486,Effective communicaiton: a blue print to success,658.45,"Rudra, Sumanta",23-May-05
2487,Effective communicaiton: a blue print to success,658.45,"Rudra, Sumanta",23-May-05
2488,Management and cost accounting: students manual,658.1511,"Drury, Colin",25-May-05
2489,Management and cost accounting: students manual,658.1511,"Drury, Colin",25-May-05
2490,Cost accounting: principles and practice,657.42,"Arora, M N",25-May-05
2491,Cost accounting: principles and practice,657.42,"Arora, M N",25-May-05
2492,Financial management,658.153,"Kishore, Ravi M.",25-May-05
2493,Financial management,658.153,"Kishore, Ravi M.",29-May-15
2494,Fundamentals of financial accounting,657.48,"Sehgal, Ashok, Deepak Sehgal",25-May-05
2495,Fundamentals of financial accounting,657.48,"Sehgal, Ashok, Deepak Sehgal",25-May-05
2496,Management and cost accounting,658.1511,"Drury, Colin",25-May-05
2497,Management and cost accounting,658.1511,"Drury, Colin",25-May-05
2498,Students' guide to income tax: including central sales tax(2005),336.420 71,"Singhania, Vinod K.",25-May-05
2499,Students' guide to income tax: including central sales tax(2005),336.420 71,"Singhania, Vinod K.",25-May-05
2500,Students' guide to income tax: including central sales tax(2005),336.420 71,"Singhania, Vinod K.",25-May-05
2501,Students' guide to income tax: including central sales tax(2005),336.420 71,"Singhania, Vinod K.",25-May-05
2502,Direct taxes : law and practice,336.294,"Singhania, Vinod K.",25-May-05
2503,Direct taxes : law and practice,336.294,"Singhania, Vinod K.",25-May-05
2504,Writing for magazines: a beginner's guide,808.02,"Wray, Cheryl Sloan",16-Jun-05
2505,The Dynamics of mass communication: media in the digital age,302.23,"Dominick, Joseph R.",16-Jun-05
2506,Lighting techniques for video production: the art of casting shadows,778.59,"LeTourneau, Tom",16-Jun-05
2507,Cost accounting: textbook,657.42,"Saxena, V. K. and C. D. Vashist",20-Jun-05
2508,Cost accounting: textbook (Weed Out),657.42,"Saxena, V. K. and C. D. Vashist",20-Jun-05
2509,Cost accounting: textbook,657.42,"Saxena, V. K. and C. D. Vashist",20-Jun-05
2510,Cost accounting: textbook,657.42,"Saxena, V. K. and C. D. Vashist",20-Jun-05
2511,Cost accounting: principles and practice,657.42,"Iyenger, S. P.",20-Jun-05
2512,Cost accounting: principles and practice,657.42,"Iyenger, S. P.",20-Jun-05
2513,Direct taxes ready reckoner,336.294,"Singhania, Vinod K.",30-Jun-05
2514,Research in mass media,302.230 7,"Sharma, S. R. (ed)",5-Jul-05
2515,Research in mass media,302.230 7,"Sharma, S. R. (ed)",5-Jul-05
2516,Research in mass media,302.230 7,"Sharma, S. R. (ed)",5-Jul-05
2517,Event planning and management,658.2,"Sharma, Diwakar",5-Jul-05
2518,Event planning and management,658.2,"Sharma, Diwakar",5-Jul-05
2519,Event planning and management,658.2,"Sharma, Diwakar",5-Jul-05
2520,Clarifying communication theories:a hands-on approach,384,"Stone, M. L.",18-Sep-03
2521,Clarifying communication theories:a hands-on approach,384,"Stone, M. L.",25-Jan-06
2522,Clarifying communication theories:a hands-on approach,384,"Stone, M. L.",25-Jan-06
2523,Marketing management,658.8,"Saxena, Rajan",5-Jul-05
2524,Marketing management,658.8,"Saxena, Rajan",5-Jul-05
2525,Marketing management,658.8,"Saxena, Rajan",5-Jul-05
2526,Mass media research: an introduction,302.230 7,"Wimmer, Roger D., Joseph R. Domonick",5-Jul-05
2527,Mass media research: an introduction,302.230 7,"Wimmer, Roger D., Joseph R. Domonick",5-Jul-05
2528,Mass media research: an introduction,302.230 7,"Wimmer, Roger D., Joseph R. Domonick",5-Jul-05
2529,Handbook on tax deduction at source,336.2416,"Ahuja, Girish and Dr.Ravi Gupta",30-Jul-05
2530,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2531,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2532,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2533,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2534,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2535,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2536,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2537,Mass communication in India,302.2,"Kumar, Keval J.",9-Aug-05
2538,Effective writing skills for public relations,659.293 726 2,"Foster, John",9-Aug-05
2539,Effective writing skills for public relations,659.293 726 2,"Foster, John",9-Aug-05
2540,Effective writing skills for public relations,659.293 726 2,"Foster, John",9-Aug-05
2541,Effective writing skills for public relations,659.293 726 2,"Foster, John",9-Aug-05
2542,The WTO and India:a dronequill explainer,330.954,"Pani, Narender",23-Aug-05
2543,Braking barriers: stories of twelve women,920.02,Menon Parvathi,23-Aug-05
2544,Blue gold: the fight to stop the corporate theft of the world's water,553.7,"Barlow, Maude, Tony Clarke",23-Aug-05
2545,An Autobiography = the story of my experiments with truth,920.71(M),"Gandhi, M. K.; trans. from Guj. by Mahadev Desai",6-Sep-05
2546,My life,920.71(B),"Clinton, Bill",9-Sep-05
2547,Wings of fire: an autobiography,920.71(A),"Abdul Kalam, A. P. J. ;with Arun Tewari",9-Sep-05
2548,Entrepreneurship development in India,658.421 054,"Gupta, C. B., N. P. Srinivasan",9-Sep-05
2549,Entrepreneurship development in India,338.954,"Gupta, C. B., N. P. Srinivasan",9-Sep-05
2550,Entrepreneurship development in India,658.421,"Gupta, C. B., N. P. Srinivasan",9-Sep-05
2551,Entrepreneurship development in India,658.421 054,"Gupta, C. B., N. P. Srinivasan",9-Sep-05
2552,Entrepreneurial development,658.421,"Khanka, S. S.",9-Sep-05
2553,Entrepreneurial development,658.421,"Khanka, S. S.",9-Sep-05
2554,Entrepreneurial development,658.421,"Khanka, S. S.",9-Sep-05
2555,Entrepreneurial development,658.421,"Khanka, S. S.",9-Sep-05
2556,Dynamics of development and management,658.421,"Desai, Vasant",9-Sep-05
2557,Dynamics of development and management,658.421,"Desai, Vasant",9-Sep-05
2558,Dynamics of development and management,658.421,"Desai, Vasant",9-Sep-05
2559,Dynamics of development and management,658.421,"Desai, Vasant",9-Sep-05
2560,Entrepreneur development: new venture creation,658.421,"Taneja, Satish, S. L. Gupta",9-Sep-05
2561,Entrepreneur development: new venture creation,658.421,"Taneja, Satish, S. L. Gupta",9-Sep-05
2562,Entrepreneur development: new venture creation,658.421,"Taneja, Satish, S. L. Gupta",9-Sep-05
2563,Development communication: theory and practice,302.2,"Narula, Uma",20-Sep-05
2564,Development communication: theory and practice,302.2,"Narula, Uma",20-Sep-05
2565,Development communication: theory and practice,302.2,"Narula, Uma",20-Sep-05
2566,Development communication: theory and practice,302.2,"Narula, Uma",20-Sep-05
2567,Development communication: theory and practice,302.2,"Narula, Uma",20-Sep-05
2568,Indian economy,340.54,"Datt, Ruddar and K. P. M. Sundharam",20-Sep-05
2569,Indian economy,340.54,"Datt, Ruddar and K. P. M. Sundharam",20-Sep-05
2570,Indian economy,340.54,"Datt, Ruddar and K. P. M. Sundharam",20-Sep-05
2571,Indian economy,340.54,"Datt, Ruddar and K. P. M. Sundharam",20-Sep-05
2572,Indian economy,340.54,"Datt, Ruddar and K. P. M. Sundharam",20-Sep-05
2573,Communication and development:the challenge of the twenty-first century,302.2,"Gupta, V. S.",20-Sep-05
2574,Communication and development:the challenge of the twenty-first century,302.2,"Gupta, V. S.",20-Sep-05
2575,Communication and development:the challenge of the twenty-first century,302.2,"Gupta, V. S.",20-Sep-05
2576,Communication and development:the challenge of the twenty-first century,302.2,"Gupta, V. S.",20-Sep-05
2577,Communication and development:the challenge of the twenty-first century,302.2,"Gupta, V. S.",20-Sep-05
2578,Kamayani,808.83,"Prashad, Jay Sankar",20-Sep-05
2579,Essentials of effective communication,302.23,"Patri, Vasantha R., Neelakant Patri",20-Sep-05
2580,Essentials of effective communication,302.23,"Patri, Vasantha R., Neelakant Patri",20-Sep-05
2581,Ek aur dronacharjya,808.82,Sankar Sesh,27-Sep-05
2582,Statistical methods,519.5,"Gupta, S. P. and",29-Sep-05
2583,Economic survey 2004-05,338 900 143 3,Govt. of India,30-Sep-05
2584,Let's know dances of India,792.805 4,"Sinha, Aakriti",1-Oct-05
2585,Apne gireban mein: kshetrio patrakarita ki badalta chehera,070.449 32,"Vyas, Jashwant",3-Oct-05
2586,Ignited minds: unleashing the power within India,333.905 4,"Abdul Kalam, A.P.J.",10-Oct-05
2587,Strategic advertising management,659.1,"Percy, Larry, Richard Elliott",10-Oct-05
2588,Interpersonal communication: an introduction to human interaction,153.6,"Oberg, Brent C.",10-Oct-05
2589,Web.based learning,371.33,"Talesra, Hemlata, Wasef Marashdeh, M L Nagda",10-Oct-05
2590,Jawaharlal Nehru: an autobiography,920.71(J),"Nehru, Jawaharlal",10-Oct-05
2591,Chinging trends in public broadcasting journalism,70.19,"Chakravarthy, Jagidish",10-Oct-05
2592,Cyber media journalism: emerging technologies,070.449 011 54,"Chakravarthy, Jagdish",10-Oct-05
2593,India 2020: a vision for the new millennium,303.490 954,"Abdul Kalam, A.P.J., Y S Rajan",10-Oct-05
2594,Indira Gandhi: a biography,920.72(I),"Jayakar, Pupul",10-Oct-05
2595,Annie Basant: an autobigraphy,920.72(A),"Basant, Annie",10-Oct-05
2596,Indian political system,320.011 305 4,"Singh, M. P.(ed.), Himanshu Roy",10-Oct-05
2597,Arthik Patrakarita,070.449 327,"Jhunjhunwala, Bharat",10-Oct-05
2598,Samajik patrakarita,070.449 33,"Jhunjhunwala, Bharat",10-Oct-05
2599,Antarashtrio patrakarita,070.449 3,"Jhunjhunwala, Bharat",10-Oct-05
2600,Advertising : theory and practice,659.1,"Chunawalla, S. A. ...[et al.]",10-Oct-05
2601,Rajpal English-Hindi dictionary,491.433 21,"Bahri, Hardev",13-Oct-05
2602,Lokopriya cinema aur samajic jathartha,791.43,"Parakh, Jarimalla",13-Oct-05
2603,Saral hindi bayakaran aur rachana,491.435,"Tarun, Haribonsh",13-Oct-05
2604,Saral hindi bayakaran aur rachana,491.435,"Tarun, Haribonsh",13-Oct-05
2605,Career guidance and counselling: principles and techniques,331.702,"Sharma, Shashi Prabha",13-Oct-05
2606,Good governance in India,320.454,"Barthwal, C. P.(ed.)",13-Oct-05
2607,Financial markets in India,658.15,"Shahani, Rakesh",13-Oct-05
2608,Media and power,302.233 3,"Curran, James",13-Oct-05
2609,Advertising cultures,659.1,"Malefyt, Timothy deWaal(ed.) and Brian Moeran(ed.)",13-Oct-05
2610,Anatomy of films,1.37,"Dick, Bernard F.",13-Oct-05
2611,Through the eagle's eye: a fairy tale for young and old,823,"Lal, M. B.",17-Oct-05
2612,How to enjoy your life and your job,158.1,"Carnegie, Dale",17-Oct-05
